Player,Nation,Pos,DF,FW,MF,GK,Squad,Top5,Bot5,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1-Mar,PPA,CrsPA,Prog,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,W,D,L,Performance CS,Performance CS%,Performance PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%
F. Pop,Galamily,MF,0,0,1,0,Horrible Storm,No,No,25,1995,4.92,0.08,2.1,0.13,9.06,2.26,0.18,-0.06,0,12.83,0.05,0.01,-0.09,0.14,0.17,0.01,-0.17,-0.19,35.01,43.84,79.93,730.2,148.91,13.34,16.19,82.63,14.03,17.07,82.4,7.06,8.86,79.58,-0.02,-0.02,0.02,0.84,2.7,0.28,-0.09,1.94,1.48,0.99,0.14,0.76,0.4,1.15,2.83,42.82,1.55,17.08,3.92,23.46,4.85,9.97,2.3,1.69,0.39,-0.01,1.16,1.11,2.55,3.81,0.08,,,,,,,,,,,,,,,,,,,
I. Kayange,Galamily,MF,0,0,1,0,Horrible Storm,No,No,22,1998,1.37,0.05,0.69,0.04,0,0.67,0.09,-0.07,0,33.05,-0.06,0.07,0.01,0,0.09,0.05,-0.02,0.06,32.95,50.1,65.63,584.94,129.24,15.75,20.09,78.57,11.46,16.41,69.56,4.97,9.98,50.01,0,0.06,0.03,0.01,2.81,0.04,-0.1,2.83,3.58,0.73,-0.02,2.86,0.78,0.68,4.35,16.7,3.65,39.23,9.94,25.44,10.72,22.1,6.44,1.41,-0.07,-0.09,1.46,1.51,5.04,1.46,-0.01,,,,,,,,,,,,,,,,,,,
L. Rahimi,Galamily,MF,0,0,1,0,Horrible Storm,No,No,30,1990,2.72,0.01,0.81,0.32,50.08,0.78,0.34,0.07,0.01,23.24,-0.03,-0.03,-0.07,0.13,-0.03,0.09,-0.04,-0.1,34.32,46.21,74.48,643.22,184.79,14.13,17.83,79.23,14.37,18.13,79.55,4.77,7.83,61.99,-0.05,0.09,-0.01,0.67,3.01,1.21,0,4.77,0.79,-0.02,0.29,0.03,0.34,0.37,1.12,33.29,0.72,18.6,4.81,25.94,4.04,10.45,4.15,1.43,0.83,0.06,0.7,0.27,1.21,0,0.02,,,,,,,,,,,,,,,,,,,
L. Uchida,Galamily,MF,0,0,1,0,Horrible Storm,No,No,21,1999,-0.03,0.06,0.01,0.07,0,-0.1,-0.04,0,0,0,0.06,0.1,-0.09,-0.07,-0.07,0,0.07,0.03,1.06,1.05,100.09,8.06,-0.08,1,0.99,100.05,0.06,-0.04,0,-0.08,-0.03,0,0,-0.1,0.01,0.1,-0.09,0.08,0.05,-0.02,-0.02,0.09,-0.02,-0.02,0.02,0.07,-0.04,0,0.09,1.04,-0.08,-0.05,0.02,0.92,0.04,-0.03,-0.07,0.06,-0.02,0.09,0.06,-0.05,-0.09,,,,,,,,,,,,,,,,,,,
U. Ajiambo,Galamily,MF,0,0,1,0,Horrible Storm,No,No,27,1993,3.3,0.32,1.8,1.18,66.66,1.72,1.24,0.27,0.17,17.3,-0.02,0.08,0.04,0.16,0.18,0.14,0.14,0.11,26.93,33.92,79.6,463.27,139.34,14.53,16.95,85.76,8.12,10.57,77.07,3.31,4.88,68.87,0.39,-0.03,0.31,0.56,2.81,0.32,0.01,2.98,3.27,1.86,2.06,1.28,0.03,0.36,1.15,25.08,0.97,14.56,2.7,18.8,4.52,9.76,0.24,0.66,-0.06,-0.07,0.62,2.64,6.02,3.95,-0.09,,,,,,,,,,,,,,,,,,,
U. Nambuya,Galamily,MF,0,0,1,0,Horrible Storm,No,No,26,1994,2.02,0.03,1.47,0.52,33.4,1.55,0.54,-0.04,-0.02,19.26,0.06,-0.06,-0.02,0,0.08,0.07,-0.08,-0.09,40.55,50.51,80.26,730.99,213.98,18.96,19.97,94.91,15.5,18.52,83.7,5.53,10.48,52.49,0.02,0.1,-0.23,2.02,1.5,1.01,0.59,1.98,0.48,0.52,-0.09,0.43,-0.06,-0.04,0.96,-0.06,1.03,11.01,4.04,36.42,0.4,6.58,4.06,0.5,0.09,-0.06,0.55,2.08,2.43,-0.07,0,,,,,,,,,,,,,,,,,,,
Aggregate,Galamily,,,,,,,No,,561,41862,54.33,1.93,25.83,7.3,362.76,26.63,7.16,0.47,0.72,274.89,-0.03,0.65,0.46,2.43,2.21,1.29,-1.16,-1.42,590.72,790.09,1552.86,11136.5,3536.43,263.27,317.45,1768.06,227.5,275.19,1591.6,85.19,159.21,979.11,0.87,2.1,-0.92,16.18,41.49,12.88,4.88,44.66,20.94,10.54,7.52,9.47,3.96,6.73,29.71,365.55,23.74,356.8,106.12,562.13,89.11,151.96,115.56,23.34,4.82,-0.28,17.79,23.9,44.64,46.84,0.12,4.94,4.93,449.99,5.03,0.71,0.77,3.21,2.28,75.01,0.48,0.25,0.5,0.3,40.04,-0.04,0.04,0.03,0.01,0
E. Nabaasa,Giumle Lizeibon,DF,1,0,0,0,Horrible Storm,No,No,28,1992,4.33,0.15,0.64,0.24,33.23,0.66,0.31,0.32,0.96,13.29,0,-0.02,-0.01,0.13,0.11,0.08,0.13,0.07,40.73,53.5,76.08,677.82,290.64,21.53,26.05,83.09,15.31,18.46,83.58,3.57,7.96,44.18,0.09,0.04,-0.05,-0.06,1.83,0.43,0.47,3.22,2.51,1.45,1.72,0.86,0.05,1.8,2.33,79.92,0.41,18.6,8.07,43.72,7.76,6.75,4.21,4.11,0.52,0.09,3.79,2.78,5.3,4.35,0.29,,,,,,,,,,,,,,,,,,,
N. Barukh,Giumle Lizeibon,DF,1,0,0,0,Horrible Storm,No,No,24,1996,0.61,0.03,0.01,-0.05,0,0,-0.1,0,0,0,0.06,-0.07,-0.01,0,0.04,0,0.02,0.01,61.71,68.22,90.1,1310.08,336.62,21.62,23.37,92.94,28.31,29.9,94.46,11.63,14.95,77.74,-0.04,0.05,0.08,-0.02,4.99,-0.07,0.08,3.35,1.74,1.71,1.68,-0.08,0.09,0.09,0.08,0,0.01,3.26,1.62,49.91,1.61,1.66,0.07,-0.09,-0.05,0.06,-0.01,0.03,1.62,1.72,0.04,,,,,,,,,,,,,,,,,,,
U. Ionescu,Giumle Lizeibon,DF,1,0,0,0,Horrible Storm,No,No,35,1985,1.97,-0.08,-0.04,0.07,0,-0.05,-0.01,0,0,0,0.01,-0.06,0.1,-0.04,-0.05,0,-0.09,0.06,32.08,42.47,75.21,466.01,95.57,16.02,19.96,79.94,11.96,15.54,77.35,1.58,3.51,42.93,0.09,-0.09,-0.06,-0.06,0.54,0.57,-0.04,1.43,1.44,1.59,1.02,0.5,-0.04,1,2.98,33.22,2.06,11.06,4.94,45.54,1.46,4.06,5.55,1.45,0.93,0.08,0.49,0.07,1.57,1.41,-0.04,,,,,,,,,,,,,,,,,,,
V. Inoue,Giumle Lizeibon,DF,1,0,0,0,Mighty Jays,No,No,28,1992,4.28,0.09,0.56,0.02,0.04,0.53,0.09,-0.1,0,24.68,0.07,0.04,0.17,0.03,0,0.11,-0.11,-0.14,63.92,77.66,82.23,1322.24,453.64,22.1,24.09,92.17,30.99,34,91.03,10.64,17.15,62.28,0.47,0.17,0.27,2.35,3.94,1.03,0.26,6.69,0.97,0.47,1.01,0.08,0.1,-0.08,0.17,0.04,0.13,12.69,5.75,46.34,6.5,4.16,1.92,0.91,0.03,-0.01,0.96,2.02,2.97,2.75,0.09,,,,,,,,,,,,,,,,,,,
W. Longwe,Giumle Lizeibon,DF,1,0,0,0,Mighty Jays,No,No,28,1992,4.36,0.01,0.74,-0.06,0.02,0.75,0.07,-0.01,0,15.53,-0.01,-0.07,0,-0.03,0.03,0.06,-0.03,-0.05,50.1,59.14,84.6,990.69,323.74,16.06,17.21,93.18,26.22,29.31,89.64,6.66,11.32,59.14,-0.05,-0.09,-0.04,0.05,3.75,0.4,0.08,3.52,2.99,2.06,1.88,1.26,0.07,0.94,1.41,66.73,0.4,9.84,3.57,35.76,5.21,4.33,0.15,1.66,0.65,-0.07,1.03,2.04,5.2,3.02,-0.04,,,,,,,,,,,,,,,,,,,
X. Kawooya,Giumle Lizeibon,DF,1,0,0,0,Mighty Jays,No,No,33,1987,0.06,0.09,-0.02,-0.05,0,0.05,-0.01,0,0,0,0.05,0.07,-0.01,0.03,-0.07,0,-0.08,0.01,9.92,10.07,99.99,180.07,140.08,-0.04,-0.02,0,10.06,10.02,99.96,-0.05,0,0,0.02,0.03,0.08,0.04,9.96,0.08,-0.09,9.99,0.04,-0.08,-0.05,-0.06,-0.02,-0.05,0.05,0,-0.09,10.03,10.02,100.07,9.98,0.05,0.07,10.08,0,0.04,10,-0.04,-0.08,20.02,-0.1,,,,,,,,,,,,,,,,,,,
Y. Takeuchi,Giumle Lizeibon,DF,1,0,0,0,Mighty Jays,No,No,29,1991,3.86,0.06,0.26,0.06,-0.1,0.37,0.04,-0.09,0,8.1,-0.03,0.04,0.09,0.06,0.01,0.01,-0.07,-0.06,52.87,61.1,86.58,1237.38,412.9,13.11,15.5,84.8,26.65,29.67,89.49,12.6,14.98,84.27,0.05,-0.04,-0.03,-0.1,5.16,0.19,-0.03,5.06,1.09,0.76,0.7,0.26,0.07,0.58,1.33,40.05,0.82,7.6,3.18,41.38,3.62,3.58,0.35,2.07,1.36,0.06,0.73,2.13,3.25,4.26,-0.05,,,,,,,,,,,,,,,,,,,
A. Azmi,Giumle Lizeibon,FW,0,1,0,0,Mighty Jays,No,No,23,1997,1.1,0.9,5.09,1.77,33.35,4.72,1.68,0.15,0.53,11.68,0.07,0.04,0.09,0.36,0.34,0.15,0.53,0.51,26.67,32.57,82.02,426.66,85.73,15.87,19.23,82.67,8.26,10.84,76.88,2.44,2.55,99.97,0.05,0.15,-0.02,0.74,2.53,1.62,0.05,3.3,2.5,1.76,-0.09,2.53,0,1.77,1.68,100.04,0.05,11.73,3.28,28.7,0.91,8.26,2.55,0.77,0.82,-0.08,0.02,0.03,2.48,0.92,0.04,,,,,,,,,,,,,,,,,,,
I. Peeters,Giumle Lizeibon,FW,0,1,0,0,Mighty Jays,No,No,28,1992,0.17,0.1,10,10.01,100.03,12.82,12.96,0,-0.04,8.59,0.06,0.05,-0.09,0.98,0.96,0.14,-0.91,-1,10.06,10.07,99.94,90.02,-0.03,9.96,10.07,99.97,0.01,-0.02,0,0.1,-0.08,0,-0.04,0.01,0.1,-0.08,0.09,-0.02,0.08,0.1,10.07,9.92,0.05,10.01,-0.02,0.04,-0.06,0,0.04,10.01,10.01,99.99,0.07,9.95,-0.02,-0.1,0.04,0.03,-0.06,-0.05,9.96,0.05,0.04,,,,,,,,,,,,,,,,,,,
M. Omony,Giumle Lizeibon,FW,0,1,0,0,Mighty Jays,No,No,21,1999,2.63,0.38,1.04,0.74,66.71,1.12,0.82,0.28,0.52,12.07,0.06,-0.06,0.01,0.19,0.13,0.01,0.33,0.29,25.66,33.6,75.72,352.94,69.5,17.33,20.45,85.51,6.27,8.11,77.22,1.16,2.18,49.95,0.03,0.06,0.02,0.44,1.46,0.04,0.02,1.49,2.99,2.3,1.42,0.77,0.72,1.02,1.85,59.92,0.66,21.42,7.48,34.56,5.51,8.07,7.72,0.72,0.1,0.04,0.77,0.42,3.43,0.7,0.01,,,,,,,,,,,,,,,,,,,
V. Jankowski,Giumle Lizeibon,FW,0,1,0,0,Mighty Jays,No,No,31,1989,2.39,0.46,3.29,1.16,37.52,3.22,1.15,0.14,0.33,17.63,-0.02,-0.01,0.01,0.5,0.54,0.18,-0.24,-0.15,19.25,28,68.67,278.87,49.95,11.37,16.34,69.18,6.68,7.83,84.22,0.46,1.22,33.23,0.06,0.09,-0.01,1.61,0.83,1.73,0.34,1.19,0.47,0.35,0.03,0.52,-0.08,-0.08,0.01,0,0.06,13.35,2.54,18.72,0.8,5.41,7.01,0.38,-0.06,-0.02,0.48,0.48,0.91,0.45,-0.05,,,,,,,,,,,,,,,,,,,
X. Seidu,Giumle Lizeibon,FW,0,1,0,0,Mighty Jays,No,No,26,1994,0.97,-0.01,1.02,0.07,0.06,1.08,0.03,0.09,0,24.26,-0.07,0.05,-0.1,0.04,-0.01,0,0.03,0.08,37.91,43.95,86.39,543.98,90.02,21.96,25.01,87.92,7.95,8.94,88.84,4.07,4.09,99.96,0.02,0.65,-0.52,3.06,0.98,0.97,1.02,1.02,0.97,0.94,0.02,0.97,-0.06,0.06,0.95,-0.09,0.98,16.95,3.08,17.51,6.01,6.96,4.07,0.02,-0.07,0.08,0.06,1.04,1.98,1,0.06,,,,,,,,,,,,,,,,,,,
R. Zamani,Giumle Lizeibon,FWMF,0,1,0,0,Mighty Jays,No,No,23,1997,3.74,0.07,0.62,0.25,49.94,0.55,0.31,0.01,-0.1,17.05,0.09,-0.03,0.03,0,-0.07,0.09,-0.07,-0.12,22.18,30.35,73.3,339.5,81.47,12.75,14.84,85.53,7.35,7.79,93.04,1.67,5.18,31.51,0.3,0.07,0.17,0.76,1.82,0.73,0.03,2.62,3.04,1.65,1.89,1.07,-0.01,0.18,3.85,7.18,3.47,40.83,12.95,31.71,12.48,19.21,9.24,1.28,0.07,0.09,1.45,0.44,3.55,0.55,-0.03,,,,,,,,,,,,,,,,,,,
Z. Matsui,Giumle Lizeibon,FWMF,0,1,0,0,Mighty Jays,No,No,26,1994,1.23,0.89,2.49,1.68,66.69,2.45,1.6,0.28,0.47,11.54,-0.08,-0.02,-0.07,0.27,0.36,0.11,0.41,0.57,19.19,22.43,85.26,256.77,30,10.04,10.78,92.26,6.7,9.24,72.67,0.09,-0.04,0,0.04,0.11,-0.14,0.85,-0.04,0.8,0.09,1.59,1.75,1.73,1.64,-0.05,0.06,0.88,0.9,100,-0.02,19.24,4.25,21.69,1.7,8.34,9.23,2.56,1.63,-0.07,0.75,0.07,1.7,0,0.06,,,,,,,,,,,,,,,,,,,
Z. Testa,Giumle Lizeibon,FWMF,0,1,0,0,Mighty Jays,No,No,24,1996,0.29,0.09,0.03,0.04,0,-0.1,-0.06,0,0,0,0,-0.02,-0.05,0,0.05,0,-0.02,-0.06,69.97,75.06,93.33,1350.02,470.03,30.02,30.06,99.95,19.91,24.94,79.91,15.09,15.06,99.92,0.09,0.42,-0.49,10.02,10.09,5.06,5.08,5.06,0.05,0.05,0.09,-0.05,-0.04,-0.09,-0.02,0,-0.01,15.06,14.96,99.96,5.02,4.93,5.05,5.09,0,-0.08,5.08,0.01,0.02,-0.06,0.02,,,,,,,,,,,,,,,,,,,
X. Clement,Giumle Lizeibon,GK,0,0,0,1,Mighty Jays,No,No,26,1994,4.31,0.03,0.04,-0.04,0,0.08,-0.02,0,0,0,-0.09,0.01,-0.02,0.09,-0.02,0,-0.05,-0.04,27.92,35.56,78.44,782.39,479.83,6.49,6.42,100.06,10.43,10.45,99.93,10.2,17.92,57.12,-0.02,-0.1,-0.02,-0.01,0.15,-0.07,0,0.06,-0.02,0.07,-0.05,0.07,-0.08,0.01,0.28,0.02,0.19,0.31,0.32,100.04,0.23,0.04,0.01,-0.04,0.02,0.08,-0.08,0.03,0.05,0.31,0.18,4.1,4,389.92,4.31,1.09,1.17,2.62,1.55,63.57,0.53,-0.07,0.55,0.27,24.93,0.31,0.16,0.01,-0.04,-0.02
K. Lawino,Giumle Lizeibon,MF,0,0,1,0,Mighty Jays,No,No,23,1997,4.01,-0.08,1.15,0.25,19.98,1.29,0.21,0,-0.01,23.91,-0.04,0.07,0.09,-0.01,0.04,0.05,0.02,0.07,31.04,38.04,81.42,548.55,146.59,14.43,15.68,92.29,12.49,14.96,83.61,3.9,5.54,69.7,0.01,0.12,-0.08,1.26,4.73,0.68,0,4.14,2.87,2.26,1.05,1.41,0.46,0.59,0.96,50.08,0.54,24.03,8.83,36.48,7.02,12.06,5.16,1.01,0.27,0.1,0.71,1.28,4.19,0.43,0.07,,,,,,,,,,,,,,,,,,,
L. Abbasi,Giumle Lizeibon,MF,0,0,1,0,Mighty Jays,No,No,33,1988,0.09,0.1,-0.06,-0.08,0,-0.05,0.01,0,0,0,0.09,0,-0.04,0,-0.05,0,0.02,0.03,2.08,2.06,100.06,31.02,4.07,1.05,1.05,99.93,1.06,1.05,100.06,0,-0.01,0,0.05,-0.06,-0.03,-0.09,-0.06,-0.03,-0.02,-0.02,0,-0.08,-0.1,-0.04,0.07,-0.07,0.1,0,0.07,-0.09,0.05,0,0.07,-0.02,-0.02,-0.09,0,-0.01,-0.04,-0.08,0,-0.04,-0.07,,,,,,,,,,,,,,,,,,,
Q. Roche,Giumle Lizeibon,MF,0,0,1,0,Mighty Jays,No,No,25,1995,2.49,-0.04,0.42,0,0,0.46,0.05,-0.01,0,30.67,0,0.06,0,0.1,-0.07,-0.06,-0.02,-0.07,58.31,67.67,86.34,1241.13,301.23,18.36,19.51,93.96,28.44,30.88,92.27,11.3,15.67,71.73,0.02,-0.01,0.03,0.07,6.46,1.18,0.33,5.16,1.11,0.39,0.89,0.47,0.06,-0.06,2.02,0.06,2.09,21.3,6.06,28.24,8.1,11.21,2.03,2.46,1.29,0.01,1.26,2.02,3.23,1.58,-0.05,,,,,,,,,,,,,,,,,,,
R. Kirya,Giumle Lizeibon,MF,0,0,1,0,Mighty Jays,No,No,26,1994,0.25,-0.09,10.06,5.1,50.02,11.95,6.05,-0.08,-0.09,19.21,0.1,0.09,-0.06,0.49,0.48,0.13,-0.45,-0.43,24.97,30.01,83.29,435.08,360.06,9.98,14.99,66.76,14.98,15.01,99.97,-0.01,0.06,0,5.08,0.51,4.41,4.93,-0.04,4.92,-0.1,9.9,5,5,4.9,-0.04,0.04,4.96,14.96,33.39,10.06,20.06,9.98,49.97,5.1,9.99,4.94,-0.05,-0.05,0.07,0.05,-0.05,5.04,0.05,-0.04,,,,,,,,,,,,,,,,,,,
W. Isah,Giumle Lizeibon,MF,0,0,1,0,Mighty Jays,No,No,26,1994,4.37,-0.09,2.86,0.07,-0.02,2.73,-0.04,0.02,0,19.42,0.1,0.08,0.03,0.17,0.11,0.07,-0.24,-0.23,47.75,55.76,85.44,844.9,196.45,23.28,25.17,92.65,16.44,18.43,89.84,6.2,9.03,69.11,0.16,0.23,0.01,1.24,3.96,2.17,0.77,4.64,1.16,1,0.46,0.42,0.16,0.51,0.7,66.68,0.18,13.71,4.69,33.97,0.88,7.49,5.38,0.6,0.24,-0.03,0.54,1.09,2.24,0.17,-0.05,,,,,,,,,,,,,,,,,,,
H. Marroquín,Giumle Lizeibon,MFFW,0,0,1,0,Mighty Jays,No,No,31,1989,0.35,0.05,-0.03,-0.06,0,-0.06,0.08,0,0,0,0,0.06,-0.08,-0.09,0.09,0,-0.02,0.07,43.39,49.94,86.74,710.1,410.06,26.77,29.94,88.93,13.36,16.79,80.07,3.35,3.4,100.05,-0.08,-0.02,-0.1,0,-0.09,0,-0.09,3.31,3.35,3.39,-0.09,3.3,0.08,0.09,0.05,0,0.04,20.09,16.65,83.29,13.36,6.64,-0.08,6.62,-0.1,-0.06,6.6,-0.08,3.37,0.06,-0.08,,,,,,,,,,,,,,,,,,,
Aggregate,Giumle Lizeibon,,,,,,,No,,597,43844,47.86,3.11,40.17,21.19,457.47,44.57,25.22,1,2.57,257.63,0.42,0.3,0.08,3.27,2.95,1.13,-0.91,-0.58,777.68,927.23,1861.15,14416.22,4828.15,340.06,385.7,1863.69,309.83,352.14,1844.04,106.65,151.64,1152.79,6.4,2.3,3.58,27,63.04,22.41,8.33,76.82,46.09,38.69,20.07,24.18,1.68,14.09,36.58,637.24,22.14,321.08,142.28,1047.55,103.4,143.13,74.59,41.42,7.64,0.4,34.58,15.68,61.98,43.7,0.3,4.1,4,389.92,4.31,1.09,1.17,2.62,1.55,63.57,0.53,-0.07,0.55,0.27,24.93,0.31,0.16,0.01,-0.04,-0.02
A. Gautier,Greri Landmoslands,DF,1,0,0,0,Mighty Jays,No,No,23,1997,3.95,0.07,0.23,0.21,100.05,0.21,0.21,-0.02,-0.09,8.07,0.03,0,0.05,0.01,-0.06,0.01,-0.13,0.01,71.41,76.73,93.18,1689,530.91,16.85,16.9,98.44,38.4,38.45,99.39,16.49,20.49,80.45,0.07,0.05,-0.06,0,3.74,0.57,-0.09,3.06,1.1,0.72,0.47,0.54,0.07,0.2,1.04,25.06,0.67,6.35,2.44,39.95,2.98,2.68,0.58,0.76,0.58,0.01,0.18,1.72,2.67,5.78,0.07,,,,,,,,,,,,,,,,,,,
C. Busingye,Greri Landmoslands,DF,1,0,0,0,Mighty Jays,No,No,27,1993,2.97,-0.01,0.09,-0.1,0,0.09,0.09,0,0,0,0,0.07,0.04,0.09,0,0,-0.05,0,48.61,58.31,83.41,795.14,243.4,23.17,24.52,94.31,21.72,23.35,92.56,3.03,7,44.93,0.02,0.16,-0.06,0.77,7.3,0.33,0.02,5.59,4.08,2.33,0.71,2.41,1.04,1.99,3.42,60.07,1.46,14.86,5.1,34.94,4.84,6.96,3.15,1.36,0.32,-0.07,1.1,0.07,4.23,0.59,0.02,,,,,,,,,,,,,,,,,,,
D. Magoba,Greri Landmoslands,DF,1,0,0,0,Mighty Jays,No,No,37,1983,4.03,-0.09,0.25,0.17,100,0.28,0.29,0.01,-0.06,11.01,0.05,0.07,0.08,0.08,-0.01,0.11,-0.04,-0.01,61.92,69.28,89.6,1428.22,396.35,17.91,18.57,97.32,30.5,31.45,96.76,13.32,18.81,70.65,-0.04,0.08,0.02,-0.06,2.78,0.31,-0.08,4.33,1.56,0.94,1.35,0.31,0.1,0.43,1.26,40.05,0.75,6.44,2.01,30.78,3.57,2.83,0.29,1.18,-0.1,0.03,1.21,2.22,3.7,2.74,0.04,,,,,,,,,,,,,,,,,,,
R. Sanz,Greri Landmoslands,DF,1,0,0,0,Mighty Jays,No,No,27,1993,3.97,0.25,0.7,0.23,33.34,0.84,0.28,0.4,0.96,21.09,0.01,-0.03,-0.03,0.01,0.08,0.03,0.2,0.16,61.26,68.72,89.07,990.22,328.56,33.3,34.59,96.37,21.98,24.45,89.71,4.91,7.8,64.42,-0.04,0.15,-0.05,0.91,3.41,1.03,0.68,4.35,1.44,1.33,0.79,0.57,0.19,0.15,0.98,24.94,0.82,10.51,5.16,50.09,3.93,5.05,1.43,1.73,-0.08,-0.05,1.68,0.47,2.02,0.71,-0.08,,,,,,,,,,,,,,,,,,,
D. Groß,Greri Landmoslands,FW,0,1,0,0,Mighty Jays,No,No,21,1999,0.43,-0.06,7.45,2.4,33.26,7.49,2.6,-0.08,0.04,18.86,-0.03,-0.04,-0.06,0.31,0.25,-0.04,-0.22,-0.29,40.07,50.05,79.96,662.59,130.09,20.07,27.59,72.69,15.08,15.02,100.06,5.07,7.48,66.75,-0.05,0.06,-0.06,0.03,2.54,2.56,0.07,7.44,2.47,2.56,-0.04,2.46,-0.07,2.52,2.53,99.95,0.04,14.92,9.94,66.6,4.98,9.96,0.09,0.08,-0.05,0,-0.06,-0.03,2.51,0.1,-0.06,,,,,,,,,,,,,,,,,,,
K. Nasution,Greri Landmoslands,FW,0,1,0,0,Mighty Jays,No,No,25,1995,0.31,-0.08,7.52,2.46,33.35,6.96,2.35,0.06,-0.02,8.52,0.07,0.08,0.05,0.84,0.76,0.18,-0.67,-0.78,25.04,30.09,83.36,245.06,0.04,20.01,22.45,88.92,2.41,5.05,49.93,-0.06,-0.03,0,-0.04,0.18,-0.34,5.01,-0.01,-0.08,0,0.09,-0.08,0.09,-0.07,0.01,0.06,0,-0.08,0,0.07,12.52,4.96,40.06,0.05,5.02,7.41,2.48,-0.06,-0.09,2.53,-0.04,-0.1,-0.03,-0.06,,,,,,,,,,,,,,,,,,,
L. De Wit,Greri Landmoslands,FW,0,1,0,0,Mighty Jays,No,No,35,1985,4,1.17,2.99,0.93,33.35,3.02,1.09,0.13,0.44,19.64,0.73,0.84,0.75,1.27,0.68,0.29,0.06,-0.09,27.23,32.51,83.82,383.03,68.26,14.74,16.41,89.46,9.25,11.05,84.16,0.91,1.53,66.72,0.2,0.21,0.02,0.95,1.52,1.85,0.06,2.94,0.57,0.21,-0.07,0.32,0.34,-0.01,0.35,-0.03,0.21,9.41,3.55,36.75,-0.04,3.98,5.49,0.19,0.07,-0.03,0.22,0.15,0.83,0.59,-0.08,,,,,,,,,,,,,,,,,,,
B. Sugawara,Greri Landmoslands,FWMF,0,1,0,0,Mighty Jays,No,No,26,1994,2.6,-0.02,-0.08,0.02,0,0,-0.02,0,0,0,0.08,0.02,-0.03,0.06,0.09,0,0.07,0.02,33.78,40.68,82.67,583.25,158.16,14.81,15.18,97.55,15.51,18.01,85.76,2.64,3.69,69.99,0,0.11,-0.18,1.77,2.87,1.44,0.07,4.13,2.21,1.52,0.44,1.4,0.31,0.41,1.41,24.93,1.15,17.81,4.49,24.93,4.78,7.05,5.93,0.74,-0.01,0.02,0.65,2.69,4.77,0.75,0.01,,,,,,,,,,,,,,,,,,,
E. Alowo,Greri Landmoslands,FWMF,0,1,0,0,Mighty Jays,No,No,24,1996,3.51,0.33,2.14,0.75,37.46,2.25,0.85,0.15,0.38,13.3,-0.07,0,0.03,0.44,0.46,0.14,-0.08,-0.08,24.5,29.72,82.2,388.63,54.14,13.08,14.61,88.69,8.35,10.25,81.17,2.3,2.72,79.93,0.25,0.38,0.09,1.45,1.48,0.08,0.09,0.81,1.04,0.48,0.06,0.86,0.29,-0.04,1.33,-0.02,1.34,16.19,3.06,18.95,3.92,8.52,3.69,0.64,0.08,-0.08,0.49,0.83,2.02,0.37,0.06,,,,,,,,,,,,,,,,,,,
I. Asante,Greri Landmoslands,FWMF,0,1,0,0,Mighty Jays,No,No,27,1993,0.55,-0.07,0.02,-0.06,0,-0.05,0.07,0,0,0,0.02,-0.08,-0.08,-0.04,0.07,0,-0.03,-0.09,48.3,55.05,87.97,619.9,206.79,36.8,36.77,99.94,10.1,11.76,85.6,1.62,1.7,100,3.35,1.13,2.26,1.71,6.66,3.42,0.1,11.71,3.26,3.31,-0.08,1.7,1.61,0.06,-0.07,0,-0.05,18.28,10.07,54.52,0.08,8.24,10.01,3.33,-0.03,0,3.24,0.04,3.36,-0.03,-0.07,,,,,,,,,,,,,,,,,,,
E. Miyazaki,Greri Landmoslands,GK,0,0,0,1,Odd Ducks,No,No,32,1988,4.05,-0.08,-0.07,-0.09,0,-0.05,0.06,0,0,0,-0.06,0.05,0.02,-0.05,0.05,0,-0.09,-0.07,20.86,25.47,81.49,468.43,232.07,4.2,4.22,100.05,12.04,12.06,100.09,3.94,8.71,45.66,0.03,-0.03,-0.1,0.03,0.04,-0.06,0.02,0.1,0.01,0.09,-0.02,-0.06,0.01,-0.02,-0.07,0,0.01,0.23,0.27,99.93,0.24,0.02,-0.05,0.09,0.06,-0.05,0.1,0,0.09,-0.02,0.05,4.03,3.98,360,3.98,1.73,1.7,3.83,2.53,59.98,0.26,0.18,0.48,0.29,24.93,0.21,0.22,0.06,0.01,0.05
