Player,Nation,Pos,Squad,Tournament,In/Out,League,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,W,D,L,Performance CS,Performance CS%,Performance PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%
U. Müller,Dosqaly,DF,Grotesque Rocks,No,Yes,B,22,1997,7.71,0.11,0.48,0.31,75.08,0.58,0.35,0.16,0.41,17.52,-0.09,0.05,-0.01,0.02,-0.03,0,0.13,0.16,53.99,67.56,80,1136.87,522.07,20.1,21.56,93.33,23.92,27.94,86.09,9.45,16.48,57.93,0.54,0.31,0.21,1.5,6.43,1.47,1.13,5.76,4.38,3,2.68,1.54,0.05,1.73,3.06,56.54,1.38,18.26,7.19,39.66,10.45,6.56,1.25,3.49,0.72,0.12,2.79,1.85,6.36,2.71,0.22,,,,,,,,,,,,,,,,,,,
X. binti Awang,Rosvi,DF,Grotesque Rocks,Yes,No,B,29,1990,22.82,0.1,0.13,0.16,49.95,0.21,0.02,0.32,0.53,8.48,0.04,0.05,-0.01,0.01,-0.06,0.15,0,0.1,37.5,41.16,90.56,863.58,229.92,8.5,9.23,92.27,20.38,21.34,95.96,8,10.02,79.99,-0.03,0.11,0.1,0.05,0.93,0.07,-0.01,1.28,0.95,0.69,0.61,0.23,-0.03,0.29,0.82,33.34,0.43,7.28,2.73,36.37,5.26,1.84,0.14,1.59,0.56,0.1,1.02,0.35,1.36,5.52,0.2,,,,,,,,,,,,,,,,,,,
O. Tshuma,Rarita,DFMF,Grotesque Rocks,No,No,B,24,1994,22.87,0.02,0.78,0.31,30.06,0.79,0.17,0.09,0.11,16.72,-0.09,-0.08,-0.03,0.08,0.17,0.06,-0.14,-0.1,46.59,52.2,88.99,1045.21,341.11,12.41,13.19,93.48,24.05,26.2,91.87,9.75,12.34,80.14,0.1,0.1,0.02,0.13,2.96,0.12,0.01,3.03,2.82,1.75,1.68,1.07,0.02,1.16,1.75,61.1,0.66,13.4,4.62,34.58,7.33,5.5,0.53,1.21,0.39,0.03,0.91,1.61,4.51,5.99,0.11,,,,,,,,,,,,,,,,,,,
A. Jensen,Buhegeor,FW,Grotesque Rocks,No,No,B,23,1996,11.62,0.2,2.35,0.87,40.75,2.27,0.99,0.1,0.29,13.96,0.14,0.08,0.07,0.55,0.43,0.14,-0.32,-0.2,17.69,21.33,82.29,252.68,33.66,10.89,12.31,88.17,5.5,6.9,81.34,0.79,1.09,69.13,0.25,0.14,0.16,0.8,0.73,0.78,0.41,0.78,0.31,0.11,0.16,0.01,0.19,0.09,0.34,-0.06,0.27,14.84,3.16,21.48,1.05,7.12,6.81,0.95,0.02,0.02,1.02,0.3,0.57,0.02,-0.05,,,,,,,,,,,,,,,,,,,
Q. Ssemwogerere,Dosqaly,FW,Grotesque Rocks,No,Yes,B,32,1987,-0.08,-0.07,0.1,-0.1,,0.03,0.07,,,,-0.06,0.07,0.05,0.05,-0.07,,-0.09,-0.07,-0.03,-0.09,,-0.04,0.02,0.1,-0.09,,0.08,-0.06,,0.01,-0.06,,-0.02,0.07,0.06,-0.05,0.03,0.01,0.08,0.08,0,-0.02,0.03,-0.03,-0.07,0.06,0.06,,0.07,0.95,1.04,99.91,0.95,-0.06,-0.1,-0.08,0.02,-0.03,-0.08,0.01,-0.07,-0.09,0.02,,,,,,,,,,,,,,,,,,,
C. Kwakye,Nancipenuaroe,FW,Grotesque Rocks,No,No,B,27,1991,4.07,0.49,1.64,0.4,28.62,1.79,0.52,0.34,1.08,13.77,0.09,-0.07,-0.03,0.42,0.5,0.16,0.1,-0.04,15.86,21.79,73.01,204,58.4,10.06,12.06,83.72,4.62,6.3,73.01,0.3,1.49,16.71,0.27,0.08,0.11,0.73,0.19,1.22,-0.04,2.25,2.24,1.45,0.93,0.69,0.47,1.05,1.99,49.93,1.06,12,4.41,36.66,3.45,4.91,3.69,0.73,0.05,-0.05,0.75,0.95,3.17,-0.1,0.02,,,,,,,,,,,,,,,,,,,
B. Ghorbani,Ngogalar,FW,Grotesque Rocks,No,No,B,25,1994,22.82,0.3,1.98,0.69,40.99,1.96,0.82,0.09,0.34,12.95,0,0.12,-0.05,0.28,0.16,0.16,0.04,0.02,16.13,22.21,72.98,255.82,40.43,8.63,10.93,78.92,5.47,7.68,71.79,1.41,2.18,63.59,0.24,0.13,0.1,0.54,0.54,0.62,0.13,1.14,0.76,0.59,0.21,0.58,0.13,0.12,0.79,15.87,0.78,12.19,3.37,26.87,0.85,6.3,5.03,0.39,0.18,-0.03,0.36,0.13,0.85,0.97,-0.08,,,,,,,,,,,,,,,,,,,
H. binti Yusof,New Somoe,FWMF,Grotesque Rocks,No,No,B,28,1991,5.86,0.18,3.23,1.18,36.89,3.33,1.22,0.08,0.23,15.82,0.1,-0.07,-0.04,0.24,0.23,0.12,-0.2,-0.17,16.33,25.72,63.77,234.7,51.48,9.45,12.41,76.77,5.51,8.17,68.84,0.49,2.3,21.42,-0.05,0.12,-0.09,0.82,1.06,0.38,0.08,1.76,1.95,0.93,0.42,1.11,0.41,0.59,1.72,30.04,1.23,22.05,5.33,23.9,1.61,9.94,10.52,2.02,0.25,-0.03,1.9,0.84,2.64,0.46,-0.02,,,,,,,,,,,,,,,,,,,
U. Dewi,Reugha,FWMF,Grotesque Rocks,No,No,B,22,1996,5.95,0.12,2.73,0.93,31.38,2.73,0.86,0.06,0.27,16.95,-0.02,0.06,-0.08,0.2,0.3,0.15,-0.16,-0.18,18.58,26.12,70.78,313.17,84.66,9.31,11.32,82.13,6.85,8.72,76.95,1.84,3.74,49.96,0.13,0.19,0.05,0.64,1.14,0.68,0.39,3.12,1.48,1.12,0.44,0.64,0.36,0.57,1.13,42.84,0.7,16.82,4.24,24.97,3.98,6.87,6.2,0.52,0.06,-0.08,0.49,0.2,1.67,0.8,0.06,,,,,,,,,,,,,,,,,,,
T. Bukar,Southern Ristan,GK,Grotesque Rocks,No,Yes,B,27,1992,27.01,0.01,0.06,0.07,,0.06,0.04,,,,-0.02,-0.1,-0.08,-0.07,-0.08,,0.04,0.08,21.26,31.44,67.63,785.24,541.11,2.3,2.44,100.02,8.08,8.1,100,10.78,20.84,51.79,-0.05,0.02,-0.1,0.11,0.39,-0.08,-0.01,-0.01,0.08,-0.05,-0.08,-0.05,0.08,0.01,0.05,0.03,-0.02,0,-0.03,-0.03,0.04,0.04,-0.01,0.08,-0.05,-0.03,0.05,0.09,0.07,0.1,0.09,27.03,26.92,2429.95,27.06,1.15,1.26,3.43,2.4,72.53,0.42,0.23,0.47,0.21,29.58,0.31,0.23,0.08,-0.07,14.39
B. Nalwanga,Dosqaly,MF,Grotesque Rocks,No,Yes,B,31,1988,16.52,0.14,2.05,0.63,29.39,1.96,0.7,0.04,0.26,25.63,0.37,0.03,-0.05,0.13,0,0.05,-0.07,-0.03,49.01,62.95,77.93,1142.54,273.57,16.51,18.4,90.17,19.12,21.8,87.93,12.71,21.56,59.66,0.26,0.23,0.09,2.16,5.34,1.38,0.57,4.58,2.63,1.61,0.9,1.32,0.2,1.48,3.08,45.93,1.73,19.52,5.75,29.7,6.63,10.58,2.4,1.67,0.18,0.03,1.47,1.21,3.91,1.36,0.01,,,,,,,,,,,,,,,,,,,
C. Chiwaya,Dosqaly,MF,Grotesque Rocks,No,Yes,B,32,1987,2.87,-0.09,1.46,0.39,24.92,1.4,0.31,0.06,-0.02,15.29,0.04,-0.04,0.01,0.29,0.14,0.2,-0.18,-0.27,15.57,27.54,56.32,251.03,92.84,8.89,12.1,74.27,3.83,7.22,52.48,1.64,5.09,33.32,-0.08,0.06,0.09,0.04,2.68,0.33,0.09,2.77,1.38,0.98,0.97,0.08,0.36,0.35,1.29,25.02,0.95,16.96,3,18.3,2.43,10,4.52,0.65,0.08,0.05,0.64,0.28,1.64,0.73,0.31,,,,,,,,,,,,,,,,,,,
F. Perrin,Dosqaly,MF,Grotesque Rocks,No,Yes,B,20,1999,11.2,0.05,1.25,0.43,26.75,1.34,0.42,0.03,0.25,20.99,-0.06,0.04,0.09,0.17,0.14,0.04,0.02,0.1,34,39.54,85.94,635.48,157.35,15.31,17.6,88.33,13.04,14.42,90.65,4.89,6,80.95,-0.08,0.01,-0.08,0.75,3.52,0.35,0.12,3.68,2.02,1.18,0.95,0.71,0.36,0.7,2.66,23.28,2.01,20.98,6.87,33.29,5.99,11.86,3.18,1.38,0.02,0.06,1.42,1.01,3.04,1.37,-0.07,,,,,,,,,,,,,,,,,,,
K. Kaudha,Dosqaly,MF,Grotesque Rocks,No,Yes,B,21,1997,17.78,0.1,0.91,0.03,6.25,0.87,0.1,0.04,-0.05,21.82,-0.07,0.04,-0.07,0.03,0.02,0.04,-0.03,-0.03,31.16,37.44,83.13,589.31,148.83,13.19,14.72,88.34,13.7,15.64,87.07,3.72,5.31,70.48,0.12,0.1,-0.05,0.8,2.88,0.56,0.35,3.03,2.91,1.89,1.08,1.19,0.38,0.58,2.91,23.95,2.1,22.04,6.16,28.23,7.48,10.72,3.6,1.3,0.36,-0.02,0.96,1.33,4.22,2.04,0.04,,,,,,,,,,,,,,,,,,,
M. Jha,Dosqaly,MF,Grotesque Rocks,No,Yes,B,29,1990,2.63,-0.01,0.04,0,,0.01,-0.06,,,,-0.1,-0.04,0.28,0.23,-0.04,,-0.35,0.1,63.08,71.01,88.52,1232.91,264.48,25.62,28.84,88.42,24.87,25.15,98.5,10.64,14.17,76.31,-0.03,0.18,-0.14,1.06,4.4,0.7,-0.07,5.5,2.98,2.69,1.49,1.19,0.39,0.39,1.87,20.09,1.49,18.88,5.89,31.49,7.08,10.68,1.08,1.03,0.05,0.03,1.16,0.43,3.3,1.13,-0.05,,,,,,,,,,,,,,,,,,,
O. Soleimani,Dosqaly,MF,Grotesque Rocks,No,Yes,B,21,1998,16.67,0.01,1.05,0.34,27.79,1.16,0.3,0.06,-0.07,21.53,-0.06,0,-0.03,0.13,0.12,-0.01,-0.05,-0.08,36.33,42.18,86.28,743.8,130.48,13.43,15.05,89.15,15.3,17.24,89.21,7.07,8.63,81.7,0,0.16,-0.04,1.11,3.05,0.69,0.19,2.8,2.21,1.63,1.22,1.05,0.11,0.38,1.12,38.83,0.56,18.19,6.22,34.26,5.92,9.1,3.04,1.2,0.08,-0.08,1.07,1.25,3.45,1.11,0.05,,,,,,,,,,,,,,,,,,,
T. Orishaba,Dosqaly,MF,Grotesque Rocks,No,Yes,B,25,1993,23.08,0.39,2.15,0.74,33.96,2.13,0.67,0.14,0.37,15.66,-0.07,0.08,0,0.24,0.22,0.05,0.17,0.09,32.07,41.21,77.59,536.75,137.56,16,19.26,83.25,12,14.61,81.7,2.95,4.63,62.59,0.09,0.21,-0.18,1.81,3.06,1.24,0.38,3.68,1.51,1.05,0.3,0.62,0.51,0.66,2.37,26.79,1.85,27.78,7.52,27.03,4.11,13.58,10.05,1.06,-0.01,-0.02,1.06,0.31,1.67,0.28,-0.06,,,,,,,,,,,,,,,,,,,
N. Ajidiru,Tabhu Striary,MF,Grotesque Rocks,No,No,B,19,1999,0.31,-0.08,3.38,-0.04,0.04,3.92,0.09,0.03,,27.06,-0.09,0.06,-0.01,-0.02,0.06,-0.02,0,0.02,36.6,46.7,78.7,860.08,196.7,3.37,3.23,99.98,23.26,26.66,87.57,9.97,16.63,60.09,0.08,0.43,-0.37,3.35,3.37,0.01,0.03,3.23,0.05,-0.02,-0.09,0.08,0.07,0.07,-0.09,,-0.06,-0.07,-0.07,,-0.05,-0.05,-0.07,0.09,-0.08,0.07,-0.03,3.28,3.32,0.08,0.02,,,,,,,,,,,,,,,,,,,
C. Sari,Dosqaly,MFFW,Grotesque Rocks,No,Yes,B,20,1999,0.05,-0.02,-0.07,-0.09,,-0.04,-0.09,,,,0.08,0,-0.04,0.03,-0.06,,0.06,-0.08,29.94,60.07,49.9,390.06,49.99,19.96,30.06,66.71,10.09,9.96,99.99,-0.07,10.04,-0.03,0.07,0.03,0.09,0.01,0.01,-0.01,0.08,-0.03,-0.04,0.02,0.04,0.07,-0.01,-0.05,9.92,0.06,10.07,79.99,20.07,25.04,20.08,9.96,50.08,10.1,0,-0.1,10,-0.03,0.07,-0.01,-0.04,,,,,,,,,,,,,,,,,,,
X. Odongo,Unicorporated Tiagascar,MFFW,Grotesque Rocks,No,Yes,B,25,1993,1,-0.09,1.01,1.13,99.91,1.16,1.18,0.04,-0.04,20.95,0.1,-0.03,-0.07,-0.04,0.08,-0.04,0.08,0.01,61.05,64.35,94.83,1212.18,229.9,31,32.27,96.68,20.08,20.08,100.02,9.99,11.12,90.08,0.09,0.08,0.01,-0.06,3.41,0.09,-0.04,7.81,0.02,-0.06,-0.01,0.02,-0.05,0.07,2.15,-0.08,2.22,30.08,5.57,18.51,7.74,19.97,2.28,1.11,1.01,0.08,0.06,1.02,1.2,-0.01,0.04,,,,,,,,,,,,,,,,,,,
C. Namagembe,Dosqaly,DF,Hideous Pioneers,No,Yes,B,18,2001,3.43,-0.01,-0.08,0.02,,-0.09,-0.04,,,,-0.02,-0.02,0.08,0.02,-0.01,,0.04,-0.01,31.05,40.33,77.26,597.06,216.53,13.05,14.68,90.26,14.3,16.65,86.24,3.33,7.71,44.43,-0.1,-0.06,-0.01,0.1,1.11,-0.01,0,1.69,2.04,1.1,1.52,0.6,-0.05,0.89,2.61,33.26,1.63,14.7,5.05,35.21,12.36,2.34,0.03,2.35,1.11,0.06,1.05,0.28,2.38,4.07,-0.09,,,,,,,,,,,,,,,,,,,
C. Nassiri,Dosqaly,DF,Hideous Pioneers,No,Yes,B,27,1991,14.06,0.03,0.18,0.19,99.93,0.13,0.29,0.35,0.29,8.29,0.03,-0.05,0.03,0.12,0,0.21,-0.04,-0.02,30.31,35.42,85.62,651.03,190.17,8.26,9.41,89.36,15.84,17.36,91.79,5.43,7.7,70.42,-0.09,0.06,-0.11,0.14,1.01,0.31,0.08,0.94,1.6,1.09,1.1,0.47,0.04,0.61,1.04,57.1,0.49,9.88,3.8,38.39,6.55,3.03,0.23,2.16,1.01,0.06,1.06,1.09,2.71,7.86,0.07,,,,,,,,,,,,,,,,,,,
M. Wójcik,Dosqaly,DF,Hideous Pioneers,No,Yes,B,24,1995,0.03,-0.07,0.03,0.02,,0.03,-0.03,,,,0.06,-0.06,0.03,-0.01,-0.09,,0.03,-0.05,50.03,89.94,55.65,879.93,220.01,19.93,20.02,99.93,30.04,39.91,75.04,0.03,20,-0.03,0.04,0.06,-0.08,-0.07,0.07,-0.1,0.07,0.03,0.03,-0.03,0,0.09,0.07,-0.05,0.1,,0.08,30.02,0.03,0.09,9.95,0.03,20.02,-0.07,0.01,-0.08,0.04,0.09,-0.06,10.06,0.07,,,,,,,,,,,,,,,,,,,
O. Monday,Dosqaly,DF,Hideous Pioneers,No,Yes,B,24,1994,15.34,0.07,0.34,-0.03,0.09,0.46,0.04,0.09,,23.67,0.04,0.08,0.06,-0.08,0.05,0.04,0.04,0.05,36.82,47.32,77.92,675.32,316.6,16.4,18.88,86.96,15.42,18.68,82.98,4.62,8.24,55.07,0.08,0.1,-0.02,0.98,2.43,0.92,0.44,2.71,2.72,1.71,1.61,0.94,0.25,1.37,1.92,73.25,0.56,16.31,4.57,28.24,7.67,6.09,2.42,1.79,0.31,0.02,1.37,0.77,3.56,2.66,-0.1,,,,,,,,,,,,,,,,,,,
T. Mande,Dosqaly,DF,Hideous Pioneers,No,Yes,B,18,2001,15.15,0.17,0.79,0.27,45.43,0.82,0.25,0.18,0.43,5.89,-0.09,0.06,-0.06,0.15,0.12,0.21,-0.01,0.06,37.3,44.05,84.8,759.99,248.98,12.74,13.91,91.06,18.34,20.06,91.46,5.86,9.12,65.27,-0.09,-0.04,0.01,0,1.42,0.11,0.08,1.94,1.31,0.87,1.01,0.41,0.03,0.8,1.35,57.92,0.59,8.03,2.66,33.6,5.4,2.22,0.23,1.59,0.55,-0.02,1,0.94,2.4,5.05,0.19,,,,,,,,,,,,,,,,,,,
T. Nansubuga,Dosqaly,DF,Hideous Pioneers,No,Yes,B,18,2000,1.07,0.03,-0.07,-0.05,,-0.02,0.09,,,,-0.07,0.06,0.07,0.04,-0.07,,0.03,0,40.96,56.07,73.15,823.02,276.09,12.98,12.9,100.02,25.09,31.01,80.69,3.08,11.92,25.06,-0.01,0.06,-0.01,0.01,0.95,0.06,-0.09,0.95,3.03,1.08,2.01,1.04,-0.04,0.94,1.06,99.98,0.08,15.04,3.97,26.76,9.05,5.94,-0.04,0.06,0.07,-0.01,0.03,2.91,5.93,3.96,0.09,,,,,,,,,,,,,,,,,,,
X. Oláh,Dosqaly,DF,Hideous Pioneers,No,Yes,B,21,1998,18.05,0.03,0.38,0.21,37.44,0.5,0.16,0.1,0.02,17.89,0.01,0.08,0.05,0.05,0.07,0.12,-0.12,-0.03,30.35,37.1,82.35,526.78,202.64,14.32,15.39,92.84,12.44,13.92,88.25,2.95,5.78,51.35,0.14,0.08,0.11,0.23,2.02,0.43,0.03,3.18,1.48,0.92,1.13,0.23,0.04,0.56,1.25,39.14,0.85,12.09,2.89,23.47,7.1,3.16,1.87,1.42,0.54,-0.1,0.85,0.7,2.25,3.3,0.19,,,,,,,,,,,,,,,,,,,
H. Pärn,Iverde,DF,Hideous Pioneers,No,No,B,25,1994,28.1,-0.03,0.87,0.07,17.42,0.77,0.13,0.04,0.01,15.01,-0.06,-0.05,-0.08,0.1,0.11,0.11,-0.05,-0.03,38.56,52.25,73.82,677.03,289.8,18.69,21.87,84.76,15.62,20.33,76.79,3.95,8.2,47.24,0.03,0.03,0.06,0.75,2.78,0.84,0.54,3.71,2.6,1.85,1.53,0.86,0.29,1.22,2.62,46.06,1.55,14.57,4.56,31.1,7.34,5.42,1.86,3.08,0.35,0.1,2.77,1.57,4.2,4.26,0.11,,,,,,,,,,,,,,,,,,,
B. Demir,Janmico,DF,Hideous Pioneers,No,No,B,21,1997,9.48,0.02,0.24,0.09,-0.02,0.34,0.09,-0.06,,5.67,0.01,-0.04,0,0.13,0.07,0.07,-0.01,0.02,31.16,35.57,87.25,626.83,208.45,9.48,10.3,92.85,17.1,17.71,95.95,3.98,6.83,59.34,-0.05,-0.02,-0.08,0.29,1.35,0.08,-0.05,1.46,1.2,0.78,0.7,0.37,0.1,0.46,1.12,36.37,0.71,8.42,2.34,27.6,6.02,2.13,0.25,2.27,0.97,0.01,1.23,0.1,1.21,5.29,0.03,,,,,,,,,,,,,,,,,,,
E. binti Abdullah,Lylimi,DF,Hideous Pioneers,No,No,B,26,1992,0.59,-0.03,0,0.07,,-0.05,-0.08,,,,0.09,0.01,0.03,-0.06,0.03,,-0.03,-0.01,75.99,83.94,90.47,1943.97,694.08,5.94,8.08,75.09,51.97,54.06,96.23,17.9,21.95,81.86,0.07,-0.02,0.06,0.02,13.99,0.04,0.1,19.92,2.05,1.96,1.98,-0.04,0.03,2.09,2.06,100.05,0.09,2.05,2.1,99.94,1.96,-0.09,0.06,-0.09,0.01,0.07,-0.04,-0.02,1.99,3.98,-0.02,,,,,,,,,,,,,,,,,,,
A. Zimmermann,Redohrainbri,DF,Hideous Pioneers,Yes,No,B,27,1992,7.39,-0.09,0.54,0.09,24.98,0.63,0.1,0.09,-0.04,7.87,-0.03,0.1,-0.06,0.15,-0.05,0.17,-0.09,-0.07,32.19,38.15,84.16,656.33,254.67,10.67,11.53,91.83,15.21,16.21,94.18,5.66,9.41,59.39,0.03,0.08,-0.08,0.1,1.09,0.24,0.04,1.1,1.02,1.05,1.18,0,-0.09,0.12,0.52,24.97,0.42,5.15,2.13,39.48,3.28,1.58,0.31,0.89,0.56,0.09,0.41,0.73,1.77,7.49,0.02,,,,,,,,,,,,,,,,,,,
O. Dumitru,Dosqaly,FW,Hideous Pioneers,No,Yes,B,26,1993,10.05,0.22,2.35,0.91,41.75,2.28,1,0.18,0.12,13.46,-0.08,0.06,0.03,0.3,0.18,0.07,-0.1,0,12.36,17.43,70.15,155.16,21.7,7.37,10.15,73.53,3.34,5.04,66.65,0.22,0.47,74.94,0.13,0.09,0.02,0.68,0.21,0.23,0.07,0.75,0.56,0.22,0.06,0.28,0.22,0.11,0.58,39.92,0.23,20.75,5.55,26.79,0.37,10,10.12,0.88,0.47,-0.1,0.54,0.43,0.98,1.2,0.04,,,,,,,,,,,,,,,,,,,
R. Nanono,Ingre,FW,Hideous Pioneers,Yes,No,B,23,1996,17.17,0.23,2.35,0.9,37.53,2.43,0.91,0.15,0.34,14.43,-0.04,0.02,-0.06,0.24,0.19,0.02,-0.03,-0.02,21.26,28.92,72.92,299.4,45.38,12.55,15.58,80.46,6.29,8.76,72.29,1.09,1.88,56.23,0.19,0.05,-0.01,1.14,1.04,0.43,0.22,1.19,0.54,0.34,0.26,0.17,0.03,0.27,0.96,20.05,0.73,12.82,2.9,21.8,1.35,6.73,4.74,0.85,0.29,0.03,0.63,0.21,0.89,0.55,0.04,,,,,,,,,,,,,,,,,,,
U. Musekiwa,Southern Ristan,FW,Hideous Pioneers,No,Yes,B,21,1997,8.53,0.2,3,0.84,32.06,2.94,0.96,0.03,0.09,14.12,-0.05,0.21,0.23,0.58,0.31,0.14,-0.32,-0.21,16.51,21.32,77.54,218.66,29.36,10.74,12.87,83.85,4.26,5.92,72.55,0.51,1,55.68,0.02,-0.08,-0.1,0.38,1.2,0.18,0.01,1.24,0.48,0.58,0.06,0.38,0.32,0.25,0.45,66.67,0.18,15.92,3.31,20.49,1.16,8.43,6.25,0.63,0.2,0.03,0.67,0.24,0.74,0.81,-0.01,,,,,,,,,,,,,,,,,,,
G. Razak,Dosqaly,GK,Hideous Pioneers,No,Yes,B,28,1990,22.57,-0.05,-0.05,-0.06,,0.08,-0.06,,,,-0.03,-0.02,-0.01,0.08,0.01,,0.04,0.03,22.86,37.39,61.22,822.62,572.74,2.33,2.33,98.04,8.98,9.1,99,11.71,26.07,44.94,-0.05,-0.01,-0.03,0.09,0.9,-0.02,0.01,0.13,0.09,-0.05,-0.09,0.05,-0.08,-0.08,0.15,-0.05,0.14,0.17,0.1,20.07,0.24,0.01,-0.05,0.06,0.09,0.05,0.03,-0.06,0,0,0.03,22.94,21.93,2033.91,22.57,2.1,2.13,4.93,3,58.81,0.12,0.19,0.69,0.02,9.04,0.14,0.14,0,-0.06,39.96
T. Kibuuka,Janmico,GK,Hideous Pioneers,No,No,B,31,1988,2,-0.02,-0.08,0.02,,-0.02,-0.06,,,,-0.07,0.09,0.05,-0.03,0.05,,-0.06,-0.06,17.45,32.06,54.73,726.48,545.03,1.51,1.56,100.06,5.54,6.05,91.71,10.56,24.42,42.85,-0.06,0.04,0.07,-0.07,1.03,-0.07,-0.04,0.03,-0.04,-0.1,-0.04,-0.03,-0.08,-0.09,-0.04,,-0.01,0,0.04,,0.08,0.05,-0.04,0.04,0.01,-0.05,-0.07,0.09,-0.1,-0.05,1.06,2.04,2.01,179.93,2.05,2.53,2.6,6.57,3.97,61.54,-0.03,-0.03,0.92,-0.02,-0.09,0.03,0.01,-0.05,-0.08,
E. Loh,Manlisgamncent,GK,Hideous Pioneers,No,Yes,B,29,1990,3.39,-0.05,0.1,-0.04,,0.05,-0.05,,,,-0.09,0.06,0.09,0,0.09,,0.09,-0.09,16.46,34.99,47.13,648.42,472.59,1.23,1.49,79.96,6.78,6.75,100,8.45,26.88,31.93,-0.08,0.08,-0.06,0.06,0.21,-0.06,0.01,0.09,-0.01,0.05,-0.06,0.09,0.1,0.04,0.21,-0.07,0.26,0.24,0.09,0.02,0.27,-0.08,0.04,0.07,0.07,-0.03,0.01,0,-0.01,-0.09,-0.07,4.05,4.02,305.95,3.36,1.21,1.14,4.38,3.33,73.38,0.08,0.32,0.91,0.27,24.99,0.08,0.07,0.1,0.05,
C. Kimura,Central Diasongo,MF,Hideous Pioneers,No,No,B,21,1997,24.13,-0.01,0.92,0.28,25.02,0.83,0.24,-0.03,-0.01,20.11,0.06,0.07,0.1,-0.03,0.07,0.07,-0.06,-0.05,42.95,54.23,79.02,853.95,280.13,15.6,17.84,88.08,19.34,23.11,83.39,7,11.13,62.37,0.12,0.09,-0.06,1.03,5.09,0.52,0.08,5.8,3.5,2.85,1.65,1.7,0.09,1.17,3.03,37.95,1.79,23.34,7.5,32.51,9.61,11.29,2.49,1.93,0.53,-0.07,1.43,1.12,4.68,2.72,0.12,,,,,,,,,,,,,,,,,,,
F. De León,Dosqaly,MF,Hideous Pioneers,No,Yes,B,30,1988,19.18,0.01,0.87,0.25,17.67,0.85,0.17,-0.08,0.02,27.15,-0.08,-0.08,0.08,0,0.06,0.12,-0.03,-0.11,46.81,51.92,90.33,801.47,168.91,23.79,25.09,95.08,17.01,18.56,91.55,4.88,6.42,76.98,-0.03,0.09,0,0.5,2.64,0.18,0.09,2.39,3.35,2.26,1.77,1.47,0.18,1.03,2.99,32.13,2.06,20.03,5.45,27.44,7.39,10.87,1.63,1.48,0.33,-0.05,1.21,1.34,4.52,1.62,-0.07,,,,,,,,,,,,,,,,,,,
G. Okeny,Dosqaly,MF,Hideous Pioneers,No,Yes,B,17,2001,0.4,-0.04,3.37,0.06,0.01,3.56,-0.01,-0.03,,11.94,-0.04,0.08,0.06,0.25,0.27,0.16,-0.3,-0.24,16.78,20.06,83.31,176.75,33.34,16.77,16.62,99.92,0.06,0.01,,-0.1,3.25,-0.06,-0.09,-0.08,0.06,-0.06,-0.07,0.01,-0.01,-0.03,6.68,6.74,-0.1,6.64,-0.03,0.05,3.33,-0.04,3.34,33.35,13.21,40.05,-0.07,19.9,13.23,-0.02,0.04,-0.08,0,-0.07,6.73,0,0,,,,,,,,,,,,,,,,,,,
M. Onyango,Dosqaly,MF,Hideous Pioneers,No,Yes,B,16,2002,0.15,0.02,9.96,10.1,100.09,7.46,7.59,0.07,-0.04,26.9,10.01,0.04,-0.08,0.99,0.92,0.12,-0.91,-1.01,50,89.95,55.67,960.02,109.94,40.01,40.1,100.06,0.07,20.06,0.05,9.99,29.99,33.35,0.02,0.1,-0.04,-0.04,10.05,0.07,0.02,9.91,0.04,-0.07,0,0.05,0.07,0.08,10.01,0.06,9.96,10,0.03,-0.09,0.01,0.01,10.01,-0.09,0.01,-0.02,-0.05,10.03,9.9,0.07,-0.05,,,,,,,,,,,,,,,,,,,
