Player,Nation,,Pos,Squad,Tournament,In/Out,League,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1.3,PPA,CrsPA,Prog,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,W,D,L,Performance CS,Performance CS%,Performance PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Top5
V. Koller,Coastpa Barleslands,,DF,Weak Blimps,No,No,B,24,1995,0.26,0.03,0.01,-0.1,,0.04,0.02,,,,-0.04,0.01,0.02,0.06,0.04,,0.07,0.01,89.96,100.09,90.08,804.97,234.92,80.07,80.02,100.05,9.94,14.95,66.74,0.04,5.01,-0.05,0.08,0.01,0,-0.09,4.98,0.04,0.08,-0.01,4.93,5.06,5.06,-0.01,0.01,0.09,4.92,0.09,4.91,20.02,15.01,75.07,10.01,9.96,-0.02,0.04,0.07,-0.07,0.06,-0.02,5.02,0.08,-0.07, , , , , , , , , , , , , , , , , , , ,No
U. Azizi,Esia,1,MFFW,Red Artichokes,No,Yes,C,23,1997,3.73,0.08,0.33,0.03,0.02,0.27,-0.03,-0.05,,19.11,-0.04,-0.09,-0.09,0.02,0.05,-0.01,-0.03,-0.09,32.97,40.54,81.26,492.04,116.81,18.36,20.46,89.62,12.13,13.43,90.3,1.61,4.16,37.6,0.29,0.03,0.16,0.96,3.13,0.31,-0.04,2.55,2.95,2.05,0.09,1.77,1.07,0.51,2.65,19.93,2.12,22.95,5.23,22.91,3.71,12.46,6.8,0.96,0.35,-0.06,0.85,0.58,3.32,1.53,-0.05, , , , , , , , , , , , , , , , , , , ,No
K. Shumba,Esia,,DF,Serious Cyclones,Yes,Yes,C,31,1988,31.25,0.13,1.02,0.42,51.76,0.98,0.47,0.26,0.4,9.47,-0.02,-0.02,-0.03,0.15,0.1,0.15,0.07,0.03,73.33,82.46,88.86,1803.79,469.56,13.24,14.54,91.58,40.45,43.1,93.91,19.39,24.25,79.79,0.06,0.01,-0.1,0.33,4.49,0.3,-0.05,4.32,2.04,1.23,1.36,0.6,0.18,0.68,1.52,45.77,0.76,8.55,3.25,37.82,4.78,3.42,0.42,1.27,0.82,0.01,0.6,2.09,4.31,5.89,0, , , , , , , , , , , , , , , , , , , ,No
T. binti Osman,Esia,1,DF,Serious Cyclones,No,Yes,C,22,1998,4.08,0.16,1.21,0.15,19.91,1.28,0.35,0.29,1.04,21.16,-0.07,0.05,0.08,0.17,0.25,0.16,0.08,0.01,64.07,75.7,84.53,1092.33,245.33,31.92,33.21,96.28,25.92,29.4,88.85,5.7,9.45,60.41,0,0.04,-0.09,0.78,3.32,1.23,0.5,3.58,3.19,1.97,1.57,1.22,0.52,1.01,1.94,49.91,0.96,17.85,7.49,42.25,7.19,5.91,4.43,2.98,0.27,-0.07,2.79,1.05,4.19,0.3,0.01, , , , , , , , , , , , , , , , , , , ,No
U. Selima,Esia,1,DF,Serious Cyclones,No,Yes,C,27,1993,6.74,-0.01,0.26,0,-0.03,0.29,-0.03,-0.01,,21.15,0.06,0.08,0.06,-0.01,0.08,0.06,0.06,0,55.98,67.87,82.49,953.15,315.38,27.15,30.06,90.14,23.72,26.81,88.58,4.4,8.1,54.45,0.07,0.09,0.05,0.73,3.32,0.87,0.32,4.8,1.4,1.23,0.56,0.46,0.47,0.1,1.85,0.1,1.73,13.12,4.79,36.75,4.03,5.35,3.62,1.62,0.66,0.02,1.08,2.15,3.47,2.91,-0.03, , , , , , , , , , , , , , , , , , , ,No
Z. Braun,Esia,,DFMF,Serious Cyclones,Yes,Yes,C,26,1994,23.74,0.14,0.76,0.17,23.45,0.74,0.16,0.05,0.29,17.46,0.04,0.06,0.09,0.08,0.13,0.06,0,0.04,66.9,76.54,87.29,1417.4,409.55,21.18,23.23,90.15,33.81,36.9,92.05,11.45,15.57,74.09,0.23,0.19,0.13,0.73,5.59,0.83,0.02,4.98,2.36,1.72,1.07,0.96,0.36,0.68,1.66,44.91,0.87,12.76,4.93,38.84,5.43,5.83,1.47,1.68,0.49,0.07,1.16,1.6,4.03,3.01,0.07, , , , , , , , , , , , , , , , , , , ,No
B. Umaru,Esia,1,FWDF,Serious Cyclones,No,Yes,C,22,1998,0.62,-0.04,6.73,1.61,24.99,6.42,1.55,-0.06,-0.08,23.56,0.09,-0.04,0,0.3,0.24,0.05,-0.4,-0.42,18.35,36.65,49.95,355.09,129.99,6.75,16.78,39.97,4.93,10.04,50.02,5.01,8.34,60.08,0.03,0.03,0.08,0.01,3.39,-0.08,-0.01,6.75,6.68,5.01,-0.09,1.62,5.09,3.43,4.92,66.74,1.63,38.36,9.96,26.02,5,20,13.29,5.01,-0.07,-0.09,4.97,0.09,6.6,1.68,-0.08, , , , , , , , , , , , , , , , , , , ,No
B. Nakiyemba,Esia,1,FWMF,Serious Cyclones,No,Yes,C,24,1996,16.58,0.13,1.35,0.47,34.73,1.32,0.53,0.18,0.44,17.56,0.01,-0.04,-0.07,0.21,0.13,0.2,0.06,0,46.23,54.83,84.23,801.2,189.54,22.11,25.71,86,16.97,19.57,86.79,5.55,6.59,83.86,0.2,0.19,0.01,1.78,3.53,1.91,0.23,5.26,1.88,1.1,1.03,0.78,0.1,0.94,2.37,37.42,1.54,18.92,6.04,31.73,5.2,9.45,4.4,1.69,0.08,0.04,1.66,0.88,2.76,0.41,0.05, , , , , , , , , , , , , , , , , , , ,No
B. Kayondo,Lefghau,,DF,Weak Blimps,No,No,B,24,1996,2.82,-0.09,0.62,0.01,-0.01,0.65,-0.01,0,,19.91,0.43,-0.1,0.01,0.01,0,0.19,-0.01,-0.06,63.69,72.12,88.04,1318.98,344.57,17.03,20.37,84.3,36.12,37.59,96.28,10.04,13.16,75.77,0,0.06,0.04,0.29,3.12,0.33,-0.1,3.22,1.84,1.13,1.37,0.39,0.02,1.04,2.43,42.89,1.52,7.14,2.55,35.08,3.84,2.91,0.29,1.01,0.38,0.03,0.69,0.33,2.06,4.74,0.42, , , , , , , , , , , , , , , , , , , ,No
P. Tumwine,Lefghau,,DF,Weak Blimps,No,No,B,36,1983,8.68,0.32,0.77,0.33,33.35,0.79,0.29,0.36,0.99,12.14,0.18,0,-0.06,0.07,0.13,0.03,0.11,0.07,73.32,80.72,90.55,1594.27,550.03,19.21,20,96,42.02,43.79,95.78,11.57,16.04,71.64,0.12,0.08,0.1,0.19,3.24,0.27,0.1,3.69,0.98,0.83,0.51,0.34,0.02,0.27,1,33.35,0.75,6.11,2.35,37.63,3.39,2.75,0.19,0.66,0.4,-0.03,0.32,0.15,1.09,3.77,0.08, , , , , , , , , , , , , , , , , , , ,No
X. Lubega,Lefghau,,DF,Weak Blimps,No,No,B,22,1997,11.62,0.09,0.09,0.08,49.93,0.21,0.19,-0.09,0.02,14.29,0.04,0.09,0.08,0.1,-0.09,-0.06,0.05,-0.03,61.08,69.28,88.19,1261.55,374.58,18.52,20.25,92.32,32.28,34.3,93.55,9.46,12.7,73.9,0.04,0.03,-0.1,0.15,1.47,-0.02,0.06,1.49,1.71,1.07,1.4,0.32,-0.03,0.62,1.19,53.84,0.47,8.64,3.57,40.58,5.26,2.9,0.61,1.06,0.75,0.01,0.35,1.09,2.83,5.6,-0.1, , , , , , , , , , , , , , , , , , , ,No
I. Campbell,Esia,1,FWMF,Serious Cyclones,No,Yes,C,15,2004,4.6,0.73,4.26,1.71,40.04,4.19,1.66,0.15,0.43,15.39,0.01,-0.01,0.01,0.53,0.64,0.19,-0.01,-0.05,12.79,16.66,76.88,179.75,26.18,7.01,8.54,82.42,3.24,4.87,65.21,1.02,1.2,83.36,-0.09,0.23,-0.16,0.2,0.35,0.27,-0.05,0.72,0.62,0.51,-0.02,0.41,0.12,0.25,0.22,99.98,0.06,15.37,6.1,40.28,1.09,5.68,8.45,1.11,0.04,-0.05,1.05,0.07,0.57,0.13,-0.09, , , , , , , , , , , , , , , , , , , ,No
F. Fournier,Pierrema,,DFMF,Weak Blimps,No,No,B,24,1996,10.61,0.13,0.74,0.42,62.59,0.85,0.45,0.11,0.16,17.52,0.06,-0.03,-0.08,0.1,0.13,0.11,0.08,0.14,47.99,59.71,80.4,783.5,237.4,24.98,28.4,87.99,18.66,21.73,86.01,3.35,6.61,50.71,-0.01,0.04,0.04,0.48,2.26,1.14,0.69,3.96,3,1.99,1.47,1.26,0.11,1.79,3.24,54.27,1.53,12.32,3.41,28.12,4.83,5.09,2.47,1.42,0.25,-0.04,1.22,2.46,5.44,1.32,0.02, , , , , , , , , , , , , , , , , , , ,No
V. Wolf,Esia,1,FWMF,Serious Cyclones,No,Yes,C,18,2002,0.71,1.21,2.57,1.26,50.07,2.55,1.26,0.47,0.94,15.04,0.07,-0.06,0.04,0.16,0.2,0.13,1.1,1.05,23.8,31.23,76.06,450.05,173.83,7.47,9.97,75,13.77,17.51,78.59,1.28,2.47,50.09,1.16,1.31,-0.06,4.91,-0.04,2.46,2.47,2.5,1.23,0.1,0.02,1.22,-0.04,-0.02,1.34,-0.01,1.25,26.38,3.69,14.25,7.49,16.34,2.41,2.42,1.3,0.01,1.23,1.31,2.59,2.49,0.01, , , , , , , , , , , , , , , , , , , ,No
L. Adri,Esia,1,MF,Serious Cyclones,No,Yes,C,24,1996,14.05,0.14,1.11,0.44,31.31,1.15,0.31,-0.02,0.15,25.92,0,0.02,0.08,-0.03,-0.04,0.12,-0.03,0.06,56,65.18,86.12,1155.04,232.53,18.41,20.31,90.2,26.56,29.09,91.44,10.01,13.18,75.49,0.1,0.03,0.01,0.89,4.63,1.03,0.09,4.5,2.56,1.68,0.82,1.43,0.24,0.73,2.79,28.93,1.98,21.07,5.77,27.72,5.91,12.16,2.91,2.23,0.55,0.07,1.69,1.4,4.07,1.07,0.06, , , , , , , , , , , , , , , , , , , ,No
A. Yusuf,Esia,1,MFFW,Serious Cyclones,No,Yes,C,31,1989,25.23,0.33,2.12,0.89,44.45,2.19,0.87,0.23,0.32,16.09,0.16,0.06,0.01,0.49,0.27,0.12,-0.05,0.1,36.2,45.24,79.89,588.15,151.47,19.86,23.21,85.03,11.7,13.82,85.3,3.49,5.34,66.16,0.19,0.4,-0.07,2.01,2.37,1.6,0.29,3.99,1.6,1.2,0.6,0.65,0.39,0.23,1.24,26.61,0.83,18.84,6.34,33.58,3.78,8.82,6.5,1.21,0.13,-0.02,1.15,0.47,2.07,0.58,0.03, , , , , , , , , , , , , , , , , , , ,No
D. Mészáros,Esia,1,DF,Silver Frogs,No,Yes,C,20,2000,0.47,0.09,2.56,0.03,0,2.62,0.08,0.02,,16.18,-0.06,0.08,-0.05,0.17,0.24,0.12,-0.26,-0.25,50.03,52.45,95.23,1085.02,227.46,12.4,12.46,99.92,27.44,27.48,99.96,10.06,12.54,80.04,-0.04,-0.09,-0.02,-0.03,2.52,0.05,0.03,0,4.95,0.01,4.95,0,0.06,2.47,5.02,49.92,2.4,9.96,0.04,0.03,7.54,2.55,-0.02,2.46,-0.03,0.04,2.52,2.56,7.4,10.09,-0.02, , , , , , , , , , , , , , , , , , , ,No
D. Wahyudi,Esia,1,DFMF,Silver Frogs,No,Yes,C,27,1992,1.55,0.05,0.72,-0.06,-0.04,0.63,0.07,-0.08,,29.92,0.07,0.03,-0.07,0.01,0.08,0.06,0.09,0.07,38.67,47.91,80.52,695.26,131.39,18.02,21.31,84.45,13.93,16.62,84.06,5.31,6.6,79.96,0,-0.03,0.01,0.04,1.37,0,0.06,2.57,5.91,5.28,1.92,3.36,0.59,1.96,3.35,60.03,1.42,23.32,10.72,45.69,8.05,9.38,6.07,3.32,-0.03,0.08,3.37,0.07,6.1,3.98,-0.09, , , , , , , , , , , , , , , , , , , ,No
I. Khalili,Esia,1,FWDF,Silver Frogs,No,Yes,C,22,1998,1.96,-0.09,-0.06,0.02,,0.02,0.08,,,,0.01,-0.01,0.06,0.08,0.03,,-0.1,0.01,30.95,43.93,70.42,641.52,354,9.93,13.46,74.16,14.47,18.01,80.69,5.95,11,54.6,0.04,0.07,0.02,-0.01,2.08,0.97,-0.08,6.52,2.47,1.06,1.57,1.07,0.01,-0.02,2.51,-0.04,2.48,10.98,3.03,27.27,5.48,4.52,1.07,2.43,-0.03,-0.06,2.57,2.06,4.44,2.47,0.05, , , , , , , , , , , , , , , , , , , ,No
C. Wee,Esia,1,FWMF,Silver Frogs,No,Yes,C,29,1991,2.42,0,1.74,-0.09,0.07,1.71,0,-0.02,,11.54,0.06,0.03,0.02,0.16,0.1,0.19,-0.14,-0.22,18.36,31.79,57.98,304.55,60.01,9.49,15.82,60.55,6.64,10.72,61.52,1.66,2.86,57.13,0.06,0.06,-0.12,1.7,1.71,0.76,-0.09,2.97,1.74,0.81,0.36,1.35,-0.05,0.4,4.2,10.04,3.79,27.56,5.93,21.27,2.53,14.64,10.4,0.36,-0.06,0.07,0.44,0.01,1.67,1.71,-0.01, , , , , , , , , , , , , , , , , , , ,No
G. Foong,Esia,1,MF,Silver Frogs,No,Yes,C,26,1994,28.76,0.17,1.83,0.49,29.68,1.8,0.65,0.04,0.27,28.48,0.34,0.09,0.06,0.03,0.1,0.04,0.13,0.04,46.19,57.6,80.07,1077.54,304.07,13.32,15.13,87.91,19.78,22.88,86.43,12.11,17.81,68.56,0.17,0.11,0.01,1.77,4.66,0.83,0.11,5.4,2.15,1.45,0.87,1.14,0.28,0.73,1.93,40.65,1.2,18.69,6.57,34.71,5.88,9.74,3.08,1.42,0.19,-0.05,1.29,1.47,3.48,2.54,0, , , , , , , , , , , , , , , , , , , ,No
C. V?tols,Imaar Vircoand,,GK,Weak Blimps,No,No,B,27,1993,37.95,0.1,0.02,-0.03,,-0.07,0.09,,,,0.04,-0.06,0.01,0.09,-0.03,,0,-0.08,26.07,32.22,80.79,628.85,342.65,6.61,6.48,100.03,12.96,13.12,98.56,6.29,12.49,51.44,-0.03,-0.03,0.1,0.04,0.11,0.02,-0.01,-0.06,0.07,0.04,0.1,-0.04,-0.03,0.07,0.06,-0.07,-0.05,0.01,0.08,66.71,0.14,-0.01,0.02,0.05,-0.05,0.09,0.05,0.02,0.08,0,0,37.91,38.03,3420.1,38.08,1.47,1.4,4.39,3.14,72.42,0.3,0.28,0.4,0.21,23.76,0.22,0.13,0.08,0,0.02,No
V. Nabukeera,Esia,1,MF,Silver Frogs,No,Yes,C,26,1994,12.32,0.5,2.23,1.29,53.55,2.19,1.13,0.22,0.4,15.72,0.04,0,-0.07,0.29,0.31,0.03,0.34,0.28,22.78,31.05,72.77,334.7,67.23,13.35,17.34,77.59,6.99,9.29,76.25,1.14,2.45,51.66,0.26,0.18,0.12,1.17,1.36,0.68,0.06,1.52,1.07,0.49,0.49,0.31,0.4,0.17,1.65,14.29,1.49,23.38,7.04,29.9,3.17,9.06,11.18,1.15,0.15,0.05,1.09,0.75,1.71,0.16,0.08, , , , , , , , , , , , , , , , , , , ,No
I. Lew,Esia,1,MFFW,Silver Frogs,No,Yes,C,26,1994,21.59,0.12,1.4,0.6,35.5,1.46,0.48,-0.01,0.16,14.64,-0.01,0.08,-0.03,0.1,0.22,0.05,-0.15,-0.08,26.31,35.52,74.24,458.14,131.03,11.89,15.17,78.16,10.6,13.31,79.03,3.02,4.74,62.4,0.14,0.25,-0.07,1.08,2.62,0.79,0.29,2.82,2.8,1.73,0.86,1.49,0.58,0.67,2.11,31.83,1.42,25.89,8.4,32.13,5.71,13.65,6.67,1.4,0.09,0.01,1.3,0.86,3.57,1.5,-0.02, , , , , , , , , , , , , , , , , , , ,No
D. Musimenta,Esia,1,DF,Spicy Gophers,No,Yes,C,23,1997,19.62,-0.1,0.34,0.06,16.73,0.24,0.11,0.1,0.05,25.84,0.01,-0.02,-0.02,0.09,0.06,0,-0.07,-0.02,36.71,46.25,79.7,786.98,319.93,10.6,12.23,87.03,19.66,22.69,87.2,6.28,10.53,58.91,0.15,0,0.07,0.74,2.58,1.06,0.63,3.56,1.7,1.05,1.13,0.37,0.1,0.69,1.48,45.3,0.92,11.43,3.28,29.58,6.96,3.9,0.63,1.48,0.02,-0.09,1.39,0.96,2.59,3.61,0.13, , , , , , , , , , , , , , , , , , , ,No
D. Steiner,Esia,1,DF,Spicy Gophers,No,Yes,C,25,1994,4.67,0.09,0.87,0.26,24.97,0.96,0.12,0.02,-0.02,15.98,-0.01,-0.03,-0.07,0.08,-0.02,0.15,-0.06,-0.07,38.63,53.42,72.46,734.86,355.22,16.09,18.45,87.11,16.33,20.79,78.92,5.6,12.6,44.89,0.15,-0.01,0.16,1.03,3.77,0.67,0.27,6.02,2.79,1.23,1.58,1.3,-0.04,1.03,2.37,45.53,1.24,18.72,6.52,34.98,7.41,5.8,5.51,1.28,0.9,-0.03,0.51,1.7,4.59,3.79,0.1, , , , , , , , , , , , , , , , , , , ,No
M. Dufour,Esia,1,DF,Spicy Gophers,No,Yes,C,30,1990,25.16,0.07,0.42,0.04,20.08,0.45,0.02,0.12,0.57,7.08,0.09,-0.02,-0.07,0.01,0.09,0.22,-0.08,-0.07,44.7,52.46,85.06,1069.01,423.14,9.2,10.68,85.75,24.59,26.11,93.57,10.69,14.96,71.63,-0.01,0.02,-0.04,0.07,3.34,0.36,0.04,3.86,2.58,1.37,1.56,0.81,-0.03,0.79,1.71,45.41,0.89,10.86,4.23,39.73,6.56,4.12,0.26,1.56,0.3,0.03,1.25,1.58,4.03,5.8,0.01, , , , , , , , , , , , , , , , , , , ,No
N. Kiss,Esia,1,DF,Spicy Gophers,No,Yes,C,19,2001,12.33,0.08,0.74,0.18,22.12,0.82,0.26,0,0.03,24.42,-0.1,0.05,0.06,0.03,0,-0.07,0.06,-0.05,41.85,54.32,76.91,741.06,333.92,18.95,21.5,87.98,17.67,21.82,81.32,4.13,8.67,49.18,0.02,0.1,-0.04,1.08,3.11,0.81,0.49,4.42,1.82,1.25,1.04,0.51,0.16,0.32,1.8,22.69,1.29,11.68,3.68,31.87,5.92,4.67,1.05,1.16,0.26,0.15,0.97,0.91,2.69,2.45,0.01, , , , , , , , , , , , , , , , , , , ,No
O. Ssenabulya,Pierrema,,MFFW,Weak Blimps,No,No,B,20,1999,19.26,0.18,0.81,0.45,56.33,0.91,0.39,0.17,0.39,19.27,0.05,-0.09,0.08,0.07,0.15,0.19,0.03,-0.05,36.24,44.1,82.2,594.1,124.81,18.43,21.07,87.94,14.4,16.27,87.97,2.34,4.16,57.3,0.03,0.03,0.02,0.32,2.64,0.55,0.09,2.4,2.7,2.06,1.36,1.06,0.35,1.1,3.08,37.88,1.93,23.41,6.33,27.28,8.01,11.37,4.07,1.22,0.22,-0.09,0.97,0.9,3.66,1.45,0.02, , , , , , , , , , , , , , , , , , , ,No
B. Waon,Badad,,DF,Wet Monarchs,No,No,B,24,1996,0.05,-0.05,0,0.08,,-0.05,0.01,,,,0.07,0.02,0.05,0.09,0.04,,-0.1,0.1,-0.07,0.04,,0.03,-0.03,-0.08,0.03,,0.1,-0.05,,-0.06,-0.09,,-0.06,-0.03,0.01,0,0.03,-0.1,-0.03,0.07,-0.04,-0.06,-0.08,0,0.05,0.01,0.03,,0,0.09,-0.02,,0.02,-0.07,0.09,0.04,0.06,-0.01,0.02,-0.02,0.07,0.09,0.02, , , , , , , , , , , , , , , , , , , ,No
A. Blanchard,Esia,1,DFMF,Spicy Gophers,No,Yes,C,20,1999,19.25,0.11,1.13,0.37,27.38,1.11,0.29,0.02,0.18,15.1,-0.03,0.1,-0.06,0.03,0.12,0.02,0.03,-0.05,24.16,36.39,66.79,410.48,141.42,12.89,15.61,82.44,8.01,12.03,65.8,2.68,6.34,43.85,0.04,0.18,-0.02,0.8,0.93,1.13,0.63,1.97,1.56,0.71,0.95,0.31,0.34,0.65,1.39,52.03,0.62,14.41,3.73,25.97,5.86,5.02,3.57,1.81,-0.01,0.09,1.73,0.92,2.59,1.92,0.07, , , , , , , , , , , , , , , , , , , ,No
A. Mwesigwa,Esia,1,DFMF,Spicy Gophers,No,Yes,C,25,1995,28.24,0.06,1.49,0.49,26.22,1.44,0.46,0.14,0.1,15.76,-0.09,-0.08,0.04,0.15,0.17,0.02,0.04,-0.07,30.68,44.66,68.63,552.33,239.02,14.53,17.59,81.92,11.93,15.31,77.38,3.52,7.97,45.35,0.04,0.17,-0.05,0.68,3.43,0.97,0.3,4.04,1.21,0.67,0.72,0.41,0.14,0.44,1.39,27.5,0.93,13.23,3.79,29.02,5.02,5.19,3.01,1.66,0.08,-0.04,1.56,1.16,2.43,1.67,0.08, , , , , , , , , , , , , , , , , , , ,No
U. Tweheyo,Esia,1,DFMF,Spicy Gophers,No,Yes,C,30,1989,0.52,0.01,-0.04,-0.01,,0.02,-0.07,,,,0.03,-0.01,-0.09,-0.03,0.08,,-0.09,-0.03,35.05,51.72,67.69,638.38,278.31,14.92,16.76,89.94,14.92,23.24,64.27,5,11.61,42.87,-0.03,0.06,-0.08,0.07,1.62,1.73,0.07,6.75,5.01,4.99,0.1,5.07,-0.09,1.75,5,33.25,3.24,24.97,10.09,39.95,13.22,11.75,0.04,1.74,-0.04,-0.08,1.58,1.73,6.64,6.75,0.06, , , , , , , , , , , , , , , , , , , ,No
X. Lunyolo,Esia,1,FWMF,Spicy Gophers,No,Yes,C,18,2002,11.43,0.12,0.93,0.38,36.46,1.01,0.28,0.12,0.55,17.84,-0.01,0,0.02,0.1,0.06,0.08,0.11,0.01,20.14,31.59,63.85,309.33,105.46,10.64,13.05,81.15,6.91,9.86,69.85,1.41,4.5,33.29,0.2,0.03,0.19,0.77,1.77,0.24,0.22,2.15,1.52,0.98,0.26,0.7,0.38,0.24,0.55,28.61,0.51,18.1,5.18,28.58,2.57,8.9,6.65,1.03,0.07,0.08,0.93,0.63,2.24,0.33,0.04, , , , , , , , , , , , , , , , , , , ,No
I. Bitton,Esia,1,GK,Spicy Gophers,No,Yes,C,27,1993,33.35,-0.06,0.07,0.05,,0.06,0.04,,,,0.05,0.05,0.07,0.01,0.01,,0.05,0.07,29.14,39.79,73.48,919.83,569.07,4.2,4.17,99.27,12.5,12.63,99.19,12.24,22.72,54.4,0.03,0.02,-0.01,-0.03,0.88,0.02,0.09,-0.04,0.01,0.04,-0.02,0.03,0.06,0,0.05,-0.07,0.11,0.26,-0.06,16.73,0.19,-0.05,-0.08,0.04,-0.02,0.04,-0.06,0.13,0.13,-0.01,-0.07,34,34.02,3008.97,33.43,1.85,1.67,4.41,2.87,65.3,0.22,0.3,0.42,0.13,14.76,0.27,0.26,-0.05,0.03,12.52,No
P. Galli,Esia,1,GK,Spicy Gophers,No,Yes,C,31,1989,0.66,0.02,-0.03,0.09,,-0.03,0.08,,,,-0.03,-0.01,-0.03,-0.04,0.04,,-0.04,0.07,30.07,38.34,78.23,1013.3,650.04,5.06,4.96,100.09,11.63,11.61,100.02,13.29,21.64,61.58,-0.08,-0.09,-0.07,0.05,0.04,0.06,0.04,0.01,-0.05,0.04,0.01,0.09,-0.08,-0.08,0.02,,0.08,0.07,0.01,,0.06,-0.07,0.06,-0.01,-0.02,0.03,-0.04,-0.05,-0.03,-0.05,-0.02,1,-0.03,50.99,0.65,1.71,1.72,3.41,3.41,100.09,-0.03,-0.06,-0.08,-0.1,,1.65,1.62,-0.05,0.06,0.1,No
E. Nambafu,Esia,1,MF,Spicy Gophers,No,Yes,C,30,1990,14.22,0.21,1.96,0.64,29.61,1.96,0.5,0.15,0.39,16.33,0.04,-0.07,-0.07,0.25,0.25,0.21,0,-0.03,30.78,39.86,77.29,611.2,136.31,11.8,15.16,77.9,13.32,15.62,84.3,5.1,7.55,67.31,0.12,0.2,-0.12,1.22,2.34,0.97,0.05,3.08,1.94,1.13,0.58,1.14,0.35,0.56,2.43,23.4,1.85,19.28,5.29,27.95,5.41,8.85,4.85,1.9,0.26,0.09,1.54,1.27,3.28,1.69,0.26, , , , , , , , , , , , , , , , , , , ,No
N. Bianco,Lylimi,,DF,Wet Monarchs,No,No,B,25,1994,7.95,0.03,0.34,0.13,49.99,0.3,0.22,0,0.08,7.81,-0.04,0,-0.08,0.09,-0.04,0.04,-0.07,-0.01,35.1,43.99,80.11,874.24,276.73,6.37,6.74,94.34,19.48,20.51,94.51,8.68,15.75,55.25,-0.03,0.11,-0.15,0.57,2.81,0.49,0.06,2.72,0.72,0.19,0.57,0.17,0.07,0.33,0.87,42.96,0.58,5.1,1.84,34.18,3.53,1.61,0.03,1.61,0.91,0,0.63,1.2,1.95,6.78,-0.07, , , , , , , , , , , , , , , , , , , ,No
D. Anyango,Redohrainbri,,DF,Wet Monarchs,No,No,B,25,1994,25.83,0.11,0.45,0.27,46.12,0.56,0.14,0.17,0.31,15.96,0.08,0,0.06,0.09,0.05,0.02,0.03,0.08,41,50.6,81.33,726.32,246.42,19.19,21.54,89.61,16.47,19.04,86.19,4.5,7.79,58.16,0.06,0.03,0.03,0.76,3.31,0.62,0.3,3.94,2.37,1.03,1.42,0.56,0.26,1.14,2.09,54.73,0.95,14.2,4.16,30,6.9,4.92,2.31,3.08,0.42,0.01,2.7,1.6,3.85,2.65,0.03, , , , , , , , , , , , , , , , , , , ,No
L. Lukwago,Coastpa Barleslands,,FW,Wet Monarchs,No,No,B,23,1996,19.45,0.52,1.54,0.74,51.68,1.51,0.81,0.36,0.55,14.81,0.09,0.07,-0.1,0.34,0.35,0.18,0.05,0.17,12.1,15.65,77.76,220.38,25.27,5.01,6.5,79.27,5.1,6.46,81.45,1.38,1.92,75.7,-0.01,0.02,0.02,0.56,0.94,0.17,-0.04,0.73,0.9,0.41,0.1,0.5,0.24,0.21,1,22.16,0.69,15.03,3.94,26.48,1.05,7.61,6.46,0.78,0.07,0.08,0.57,0.32,1.14,0.41,-0.06, , , , , , , , , , , , , , , , , , , ,No
T. Mguni,Esia,1,MF,Spicy Gophers,No,Yes,C,24,1995,3.97,0,2.57,1.28,50.05,2.64,1.38,0.02,0.05,16.76,-0.06,0.07,0.06,0.35,0.3,0.16,-0.36,-0.24,55.35,66.77,83.11,922.74,167.6,27.82,30.97,90.02,18.49,22.26,82.88,6.69,9.81,68.49,-0.02,0.06,-0.11,0.55,4.26,1.76,-0.05,4.43,1.55,1.37,0.44,1.04,0,1.05,2.79,36.48,1.7,14.81,5.63,37.93,3.42,8.22,3.25,1.49,0.08,0.05,1.62,0.83,2.27,0.81,0.03, , , , , , , , , , , , , , , , , , , ,No
